index,countryenc,priceenc,pointsenc,region_1enc,reviewenc,user_nameenc,provinceenc,wineryenc,countryenc + priceenc,pointsenc + user_nameenc,region_1enc + user_nameenc,pointsenc + region_1enc,priceenc + provinceenc,reviewenc + wineryenc,region_1enc + reviewenc,countryenc + provinceenc,provinceenc + user_nameenc,countryenc + pointsenc,countryenc + user_nameenc,priceenc + user_nameenc,region_1enc + wineryenc,pointsenc + provinceenc,provinceenc + wineryenc,priceenc + wineryenc,provinceenc + reviewenc,provinceenc + region_1enc,countryenc + wineryenc,countryenc + reviewenc,priceenc + reviewenc,user_nameenc + wineryenc,pointsenc + priceenc,pointsenc + wineryenc,pointsenc + reviewenc,countryenc + region_1enc,priceenc + region_1enc,reviewenc + user_nameenc,countryenc * priceenc,pointsenc * user_nameenc,region_1enc * user_nameenc,pointsenc * region_1enc,priceenc * provinceenc,reviewenc * wineryenc,region_1enc * reviewenc,countryenc * provinceenc,provinceenc * user_nameenc,countryenc * pointsenc,countryenc * user_nameenc,priceenc * user_nameenc,region_1enc * wineryenc,pointsenc * provinceenc,provinceenc * wineryenc,priceenc * wineryenc,provinceenc * reviewenc,provinceenc * region_1enc,countryenc * wineryenc,countryenc * reviewenc,priceenc * reviewenc,user_nameenc * wineryenc,pointsenc * priceenc,pointsenc * wineryenc,pointsenc * reviewenc,countryenc * region_1enc,priceenc * region_1enc,reviewenc * user_nameenc,variety
6591,6,26,6,5,0,9,7,908,32,15,14,11,33,908,5,13,16,12,15,35,913,13,915,934,7,12,914,6,26,917,32,914,6,11,31,9,156,54,45,30,182,0,0,42,63,36,54,234,4540,42,6356,23608,0,35,5448,0,0,8172,156,5448,0,30,130,0,Pinot Noir
6592,6,26,12,641,1,7,32,4488,32,19,648,653,58,4489,642,38,39,18,13,33,5129,44,4520,4514,33,673,4494,7,27,4495,38,4500,13,647,667,8,156,84,4487,7692,832,4488,641,192,224,72,42,182,2876808,384,143616,116688,32,20512,26928,6,26,31416,312,53856,12,3846,16666,7,Cabernet Sauvignon
6593,6,113,15,642,2,11,50,2831,119,26,653,657,163,2833,644,56,61,21,17,124,3473,65,2881,2944,52,692,2837,8,115,2842,128,2846,17,648,755,13,678,165,7062,9630,5650,5662,1284,300,550,90,66,1243,1817502,750,141550,319903,100,32100,16986,12,226,31141,1695,42465,30,3852,72546,22,Syrah
6594,3,25,6,268,0,10,6,2189,28,16,278,274,31,2189,268,9,16,9,13,35,2457,12,2195,2214,6,274,2192,3,25,2199,31,2195,6,271,293,10,75,60,2680,1608,150,0,0,18,60,18,30,250,586652,36,13134,54725,0,1608,6567,0,0,21890,150,13134,0,804,6700,0,Pinot Noir
6595,6,4,5,159,0,11,50,2819,10,16,170,164,54,2819,159,56,61,11,17,15,2978,55,2869,2823,50,209,2825,6,4,2830,9,2824,5,165,163,11,24,55,1749,795,200,0,0,300,550,30,66,44,448221,250,140950,11276,0,7950,16914,0,0,31009,20,14095,0,954,636,0,Chardonnay
6596,6,30,13,159,1,7,50,5213,36,20,166,172,80,5214,160,56,57,19,13,37,5372,63,5263,5243,51,209,5219,7,31,5220,43,5226,14,165,189,8,180,91,1113,2067,1500,5213,159,300,350,78,42,210,828867,650,260650,156390,50,7950,31278,6,30,36491,390,67769,13,954,4770,7,Syrah
6597,6,91,10,479,1,9,7,2565,97,19,488,489,98,2566,480,13,16,16,15,100,3044,17,2572,2656,8,486,2571,7,92,2574,101,2575,11,485,570,10,546,90,4311,4790,637,2565,479,42,63,60,54,819,1228635,70,17955,233415,7,3353,15390,6,91,23085,910,25650,10,2874,43589,9,Cabernet Sauvignon
6598,3,21,7,57,1,10,4,1537,24,17,67,64,25,1538,58,7,14,10,13,31,1594,11,1541,1558,5,61,1540,4,22,1547,28,1544,8,60,78,11,63,70,570,399,84,1537,57,12,40,21,30,210,87609,28,6148,32277,4,228,4611,3,21,15370,147,10759,7,171,1197,10,Pinot Noir
6599,6,61,14,229,2,7,32,1933,67,21,236,243,93,1935,231,38,39,20,13,68,2162,46,1965,1994,34,261,1939,8,63,1940,75,1947,16,235,290,9,366,98,1603,3206,1952,3866,458,192,224,84,42,427,442657,448,61856,117913,64,7328,11598,12,122,13531,854,27062,28,1374,13969,14,Syrah
6600,6,11,7,478,1,9,7,3046,17,16,487,485,18,3047,479,13,16,13,15,20,3524,14,3053,3057,8,485,3052,7,12,3055,18,3053,8,484,489,10,66,63,4302,3346,77,3046,478,42,63,42,54,99,1455988,49,21322,33506,7,3346,18276,6,11,27414,77,21322,7,2868,5258,9,Red Blend
6601,5,44,11,461,1,12,28,1708,49,23,473,472,72,1709,462,33,40,16,17,56,2169,39,1736,1752,29,489,1713,6,45,1720,55,1719,12,466,505,13,220,132,5532,5071,1232,1708,461,140,336,55,60,528,787388,308,47824,75152,28,12908,8540,5,44,20496,484,18788,11,2305,20284,12,Red Blend
6602,4,18,10,152,1,4,27,2680,22,14,156,162,45,2681,153,31,31,14,8,22,2832,37,2707,2698,28,179,2684,5,19,2684,28,2690,11,156,170,5,72,40,608,1520,486,2680,152,108,108,40,16,72,407360,270,72360,48240,27,4104,10720,4,18,10720,180,26800,10,608,2736,4,Red Blend
6603,6,16,7,159,1,7,50,2814,22,14,166,166,66,2815,160,56,57,13,13,23,2973,57,2864,2830,51,209,2820,7,17,2821,23,2821,8,165,175,8,96,49,1113,1113,800,2814,159,300,350,42,42,112,447426,350,140700,45024,50,7950,16884,6,16,19698,112,19698,7,954,2544,7,Red Blend
6604,0,6,5,579,0,12,21,4380,6,17,591,584,27,4380,579,21,33,5,12,18,4959,26,4401,4386,21,600,4380,0,6,4392,11,4385,5,579,585,12,0,60,6948,2895,126,0,0,0,252,0,0,72,2536020,105,91980,26280,0,12159,0,0,0,52560,30,21900,0,0,3474,0,Red Blend
6605,6,35,12,388,1,9,7,263,41,21,397,400,42,264,389,13,16,18,15,44,651,19,270,298,8,395,269,7,36,272,47,275,13,394,423,10,210,108,3492,4656,245,263,388,42,63,72,54,315,102044,84,1841,9205,7,2716,1578,6,35,2367,420,3156,12,2328,13580,9,Chardonnay
6606,4,13,5,364,0,4,46,3656,17,9,368,369,59,3656,364,50,50,9,8,17,4020,51,3702,3669,46,410,3660,4,13,3660,18,3661,5,368,377,4,52,20,1456,1820,598,0,0,184,184,20,16,52,1330784,230,168176,47528,0,16744,14624,0,0,14624,65,18280,0,1456,4732,0,Red Blend
6607,6,21,8,538,1,9,7,125,27,17,547,546,28,126,539,13,16,14,15,30,663,15,132,146,8,545,131,7,22,134,29,133,9,544,559,10,126,72,4842,4304,147,125,538,42,63,48,54,189,67250,56,875,2625,7,3766,750,6,21,1125,168,1000,8,3228,11298,9,Chardonnay
6608,5,17,6,459,0,12,28,2312,22,18,471,465,45,2312,459,33,40,11,17,29,2771,34,2340,2329,28,487,2317,5,17,2324,23,2318,6,464,476,12,85,72,5508,2754,476,0,0,140,336,30,60,204,1061208,168,64736,39304,0,12852,11560,0,0,27744,102,13872,0,2295,7803,0,Red Blend
6609,6,31,11,645,1,7,32,242,37,18,652,656,63,243,646,38,39,17,13,38,887,43,274,273,33,677,248,7,32,249,42,253,12,651,676,8,186,77,4515,7095,992,242,645,192,224,66,42,217,156090,352,7744,7502,32,20640,1452,6,31,1694,341,2662,11,3870,19995,7,Chardonnay
6610,3,11,8,211,1,1,36,3603,14,9,212,219,47,3604,212,39,37,11,4,12,3814,44,3639,3614,37,247,3606,4,12,3604,19,3611,9,214,222,2,33,8,211,1688,396,3603,211,108,36,24,3,11,760233,288,129708,39633,36,7596,10809,3,11,3603,88,28824,8,633,2321,1,Red Blend
6611,5,26,12,461,1,12,28,4146,31,24,473,473,54,4147,462,33,40,17,17,38,4607,40,4174,4172,29,489,4151,6,27,4158,38,4158,13,466,487,13,130,144,5532,5532,728,4146,461,140,336,60,60,312,1911306,336,116088,107796,28,12908,20730,5,26,49752,312,49752,12,2305,11986,12,Red Blend
6612,5,7,2,476,0,12,28,5130,12,14,488,478,35,5130,476,33,40,7,17,19,5606,30,5158,5137,28,504,5135,5,7,5142,9,5132,2,481,483,12,35,24,5712,952,196,0,0,140,336,10,60,84,2441880,56,143640,35910,0,13328,25650,0,0,61560,14,10260,0,2380,3332,0,Red Blend
6613,6,16,10,645,1,7,32,2618,22,17,652,655,48,2619,646,38,39,16,13,23,3263,42,2650,2634,33,677,2624,7,17,2625,26,2628,11,651,661,8,96,70,4515,6450,512,2618,645,192,224,60,42,112,1688610,320,83776,41888,32,20640,15708,6,16,18326,160,26180,10,3870,10320,7,Red Blend
6614,3,41,9,83,1,10,41,2185,44,19,93,92,82,2186,84,44,51,12,13,51,2268,50,2226,2226,42,124,2188,4,42,2195,50,2194,10,86,124,11,123,90,830,747,1681,2185,83,123,410,27,30,410,181355,369,89585,89585,41,3403,6555,3,41,21850,369,19665,9,249,3403,10,Red Blend
6615,6,51,12,20,1,3,7,1814,57,15,23,32,58,1815,21,13,10,18,9,54,1834,19,1821,1865,8,27,1820,7,52,1817,63,1826,13,26,71,4,306,36,60,240,357,1814,20,42,21,72,18,153,36280,84,12698,92514,7,140,10884,6,51,5442,612,21768,12,120,1020,3,Pinot Noir
6616,6,20,13,645,1,7,32,4902,26,20,652,658,52,4903,646,38,39,19,13,27,5547,45,4934,4922,33,677,4908,7,21,4909,33,4915,14,651,665,8,120,91,4515,8385,640,4902,645,192,224,78,42,140,3161790,416,156864,98040,32,20640,29412,6,20,34314,260,63726,13,3870,12900,7,Cabernet Sauvignon
6617,6,28,10,550,1,6,7,2760,34,16,556,560,35,2761,551,13,13,16,12,34,3310,17,2767,2788,8,557,2766,7,29,2766,38,2770,11,556,578,7,168,60,3300,5500,196,2760,550,42,42,60,36,168,1518000,70,19320,77280,7,3850,16560,6,28,16560,280,27600,10,3300,15400,6,Red Blend
6618,3,11,8,66,1,10,4,1577,14,18,76,74,15,1578,67,7,14,11,13,21,1643,12,1581,1588,5,70,1580,4,12,1587,19,1585,9,69,77,11,33,80,660,528,44,1577,66,12,40,24,30,110,104082,32,6308,17347,4,264,4731,3,11,15770,88,12616,8,198,726,10,Pinot Noir
6619,3,76,13,49,1,10,6,3357,79,23,59,62,82,3358,50,9,16,16,13,86,3406,19,3363,3433,7,55,3360,4,77,3367,89,3370,14,52,125,11,228,130,490,637,456,3357,49,18,60,39,30,760,164493,78,20142,255132,6,294,10071,3,76,33570,988,43641,13,147,3724,10,Red Blend
6620,6,61,11,159,1,11,50,3967,67,22,170,170,111,3968,160,56,61,17,17,72,4126,61,4017,4028,51,209,3973,7,62,3978,72,3978,12,165,220,12,366,121,1749,1749,3050,3967,159,300,550,66,66,671,630753,550,198350,241987,50,7950,23802,6,61,43637,671,43637,11,954,9699,11,Syrah
6621,6,51,5,465,0,9,7,4885,57,14,474,470,58,4885,465,13,16,11,15,60,5350,12,4892,4936,7,472,4891,6,51,4894,56,4890,5,471,516,9,306,45,4185,2325,357,0,0,42,63,30,54,459,2271525,35,34195,249135,0,3255,29310,0,0,43965,255,24425,0,2790,23715,0,Pinot Noir
6622,6,81,12,478,1,9,7,2315,87,21,487,490,88,2316,479,13,16,18,15,90,2793,19,2322,2396,8,485,2321,7,82,2324,93,2327,13,484,559,10,486,108,4302,5736,567,2315,478,42,63,72,54,729,1106570,84,16205,187515,7,3346,13890,6,81,20835,972,27780,12,2868,38718,9,Cabernet Sauvignon
6623,6,14,11,645,1,7,32,3365,20,18,652,656,46,3366,646,38,39,17,13,21,4010,43,3397,3379,33,677,3371,7,15,3372,25,3376,12,651,659,8,84,77,4515,7095,448,3365,645,192,224,66,42,98,2170425,352,107680,47110,32,20640,20190,6,14,23555,154,37015,11,3870,9030,7,Red Blend
6624,6,25,11,456,1,7,32,915,31,18,463,467,57,916,457,38,39,17,13,32,1371,43,947,940,33,488,921,7,26,922,36,926,12,462,481,8,150,77,3192,5016,800,915,456,192,224,66,42,175,417240,352,29280,22875,32,14592,5490,6,25,6405,275,10065,11,2736,11400,7,Chardonnay
6625,6,50,11,5,1,9,7,4901,56,20,14,16,57,4902,6,13,16,17,15,59,4906,18,4908,4951,8,12,4907,7,51,4910,61,4912,12,11,55,10,300,99,45,55,350,4901,5,42,63,66,54,450,24505,77,34307,245050,7,35,29406,6,50,44109,550,53911,11,30,250,9,Pinot Noir
6626,1,18,8,2,1,1,39,4503,19,9,3,10,57,4504,3,40,40,9,2,19,4505,47,4542,4521,40,41,4504,2,19,4504,26,4511,9,3,20,2,18,8,2,16,702,4503,2,39,39,8,1,18,9006,312,175617,81054,39,78,4503,1,18,4503,144,36024,8,2,36,1,Red Blend
6627,6,34,8,5,1,9,7,2915,40,17,14,13,41,2916,6,13,16,14,15,43,2920,15,2922,2949,8,12,2921,7,35,2924,42,2923,9,11,39,10,204,72,45,40,238,2915,5,42,63,48,54,306,14575,56,20405,99110,7,35,17490,6,34,26235,272,23320,8,30,170,9,Cabernet Sauvignon
6628,3,28,9,437,1,10,19,1987,31,19,447,446,47,1988,438,22,29,12,13,38,2424,28,2006,2015,20,456,1990,4,29,1997,37,1996,10,440,465,11,84,90,4370,3933,532,1987,437,57,190,27,30,280,868319,171,37753,55636,19,8303,5961,3,28,19870,252,17883,9,1311,12236,10,Red Blend
6629,6,36,10,453,1,11,50,142,42,21,464,463,86,143,454,56,61,16,17,47,595,60,192,178,51,503,148,7,37,153,46,152,11,459,489,12,216,110,4983,4530,1800,142,453,300,550,60,66,396,64326,500,7100,5112,50,22650,852,6,36,1562,360,1420,10,2718,16308,11,Chardonnay
6630,3,81,14,418,2,10,4,1214,84,24,428,432,85,1216,420,7,14,17,13,91,1632,18,1218,1295,6,422,1217,5,83,1224,95,1228,16,421,499,12,243,140,4180,5852,324,2428,836,12,40,42,30,810,507452,56,4856,98334,8,1672,3642,6,162,12140,1134,16996,28,1254,33858,20,Bordeaux-style Red Blend
6631,6,96,10,363,1,9,7,3089,102,19,372,373,103,3090,364,13,16,16,15,105,3452,17,3096,3185,8,370,3095,7,97,3098,106,3099,11,369,459,10,576,90,3267,3630,672,3089,363,42,63,60,54,864,1121307,70,21623,296544,7,2541,18534,6,96,27801,960,30890,10,2178,34848,9,Cabernet Sauvignon
6632,3,16,5,368,0,10,3,2732,19,15,378,373,19,2732,368,6,13,8,13,26,3100,8,2735,2748,3,371,2735,3,16,2742,21,2737,5,371,384,10,48,50,3680,1840,48,0,0,9,30,15,30,160,1005376,15,8196,43712,0,1104,8196,0,0,27320,80,13660,0,1104,5888,0,Pinot Noir
6633,3,31,7,67,1,10,6,2189,34,17,77,74,37,2190,68,9,16,10,13,41,2256,13,2195,2220,7,73,2192,4,32,2199,38,2196,8,70,98,11,93,70,670,469,186,2189,67,18,60,21,30,310,146663,42,13134,67859,6,402,6567,3,31,21890,217,15323,7,201,2077,10,Red Blend
6634,4,11,9,468,1,4,9,4883,15,13,472,477,20,4884,469,13,13,13,8,15,5351,18,4892,4894,10,477,4887,5,12,4887,20,4892,10,472,479,5,44,36,1872,4212,99,4883,468,36,36,36,16,44,2285244,81,43947,53713,9,4212,19532,4,11,19532,99,43947,9,1872,5148,4,Red Blend
6635,3,65,14,110,2,10,6,3113,68,24,120,124,71,3115,112,9,16,17,13,75,3223,20,3119,3178,8,116,3116,5,67,3123,79,3127,16,113,175,12,195,140,1100,1540,390,6226,220,18,60,42,30,650,342430,84,18678,202345,12,660,9339,6,130,31130,910,43582,28,330,7150,20,Red Blend
6636,4,12,5,38,0,4,47,3475,16,9,42,43,59,3475,38,51,51,9,8,16,3513,52,3522,3487,47,85,3479,4,12,3479,17,3480,5,42,50,4,48,20,152,190,564,0,0,188,188,20,16,48,132050,235,163325,41700,0,1786,13900,0,0,13900,60,17375,0,152,456,0,Chardonnay
6637,3,31,12,110,1,10,6,3113,34,22,120,122,37,3114,111,9,16,15,13,41,3223,18,3119,3144,7,116,3116,4,32,3123,43,3125,13,113,141,11,93,120,1100,1320,186,3113,110,18,60,36,30,310,342430,72,18678,96503,6,660,9339,3,31,31130,372,37356,12,330,3410,10,Red Blend
6638,6,41,11,159,1,7,50,2905,47,18,166,170,91,2906,160,56,57,17,13,48,3064,61,2955,2946,51,209,2911,7,42,2912,52,2916,12,165,200,8,246,77,1113,1749,2050,2905,159,300,350,66,42,287,461895,550,145250,119105,50,7950,17430,6,41,20335,451,31955,11,954,6519,7,Syrah
6639,6,46,12,229,1,7,32,4801,52,19,236,241,78,4802,230,38,39,18,13,53,5030,44,4833,4847,33,261,4807,7,47,4808,58,4813,13,235,275,8,276,84,1603,2748,1472,4801,229,192,224,72,42,322,1099429,384,153632,220846,32,7328,28806,6,46,33607,552,57612,12,1374,10534,7,Syrah
6640,6,45,9,642,1,11,50,5245,51,20,653,651,95,5246,643,56,61,15,17,56,5887,59,5295,5290,51,692,5251,7,46,5256,54,5254,10,648,687,12,270,99,7062,5778,2250,5245,642,300,550,54,66,495,3367290,450,262250,236025,50,32100,31470,6,45,57695,405,47205,9,3852,28890,11,Red Blend
6641,6,26,7,159,1,11,50,2776,32,18,170,166,76,2777,160,56,61,13,17,37,2935,57,2826,2802,51,209,2782,7,27,2787,33,2783,8,165,185,12,156,77,1749,1113,1300,2776,159,300,550,42,66,286,441384,350,138800,72176,50,7950,16656,6,26,30536,182,19432,7,954,4134,11,Red Blend
6642,3,15,10,10,1,0,0,2078,18,10,10,20,15,2079,11,3,0,13,3,15,2088,10,2078,2093,1,10,2081,4,16,2078,25,2088,11,13,25,1,45,0,0,100,0,2078,10,0,0,30,0,0,20780,0,0,31170,0,0,6234,3,15,0,150,20780,10,30,150,0,Chardonnay
6643,6,34,11,645,1,7,32,2303,40,18,652,656,66,2304,646,38,39,17,13,41,2948,43,2335,2337,33,677,2309,7,35,2310,45,2314,12,651,679,8,204,77,4515,7095,1088,2303,645,192,224,66,42,238,1485435,352,73696,78302,32,20640,13818,6,34,16121,374,25333,11,3870,21930,7,Cabernet Sauvignon
6644,6,41,12,453,1,11,50,616,47,23,464,465,91,617,454,56,61,18,17,52,1069,62,666,657,51,503,622,7,42,627,53,628,13,459,494,12,246,132,4983,5436,2050,616,453,300,550,72,66,451,279048,600,30800,25256,50,22650,3696,6,41,6776,492,7392,12,2718,18573,11,Syrah
6645,3,12,8,419,1,5,17,366,15,13,424,427,29,367,420,20,22,11,8,17,785,25,383,378,18,436,369,4,13,371,20,374,9,422,431,6,36,40,2095,3352,204,366,419,51,85,24,15,60,153354,136,6222,4392,17,7123,1098,3,12,1830,96,2928,8,1257,5028,5,Red Blend
6646,6,28,8,640,1,7,50,363,34,15,647,648,78,364,641,56,57,14,13,35,1003,58,413,391,51,690,369,7,29,370,36,371,9,646,668,8,168,56,4480,5120,1400,363,640,300,350,48,42,196,232320,400,18150,10164,50,32000,2178,6,28,2541,224,2904,8,3840,17920,7,Chardonnay
6647,3,69,15,510,2,10,19,3922,72,25,520,525,88,3924,512,22,29,18,13,79,4432,34,3941,3991,21,529,3925,5,71,3932,84,3937,17,513,579,12,207,150,5100,7650,1311,7844,1020,57,190,45,30,690,2000220,285,74518,270618,38,9690,11766,6,138,39220,1035,58830,30,1530,35190,20,Red Blend
6648,3,21,15,10,2,0,0,3009,24,15,10,25,21,3011,12,3,0,18,3,21,3019,15,3009,3030,2,10,3012,5,23,3009,36,3024,17,13,31,2,63,0,0,150,0,6018,20,0,0,45,0,0,30090,0,0,63189,0,0,9027,6,42,0,315,45135,30,30,210,0,Chardonnay
6649,3,11,6,83,0,10,41,1517,14,16,93,89,52,1517,83,44,51,9,13,21,1600,47,1558,1528,41,124,1520,3,11,1527,17,1523,6,86,94,10,33,60,830,498,451,0,0,123,410,18,30,110,125911,246,62197,16687,0,3403,4551,0,0,15170,66,9102,0,249,913,0,Red Blend
6650,6,16,4,281,0,7,50,2031,22,11,288,285,66,2031,281,56,57,10,13,23,2312,54,2081,2047,50,331,2037,6,16,2038,20,2035,4,287,297,7,96,28,1967,1124,800,0,0,300,350,24,42,112,570711,200,101550,32496,0,14050,12186,0,0,14217,64,8124,0,1686,4496,0,Chardonnay
6651,6,16,5,281,0,7,50,4398,22,12,288,286,66,4398,281,56,57,11,13,23,4679,55,4448,4414,50,331,4404,6,16,4405,21,4403,5,287,297,7,96,35,1967,1405,800,0,0,300,350,30,42,112,1235838,250,219900,70368,0,14050,26388,0,0,30786,80,21990,0,1686,4496,0,Chardonnay
6652,3,32,9,10,1,0,0,1949,35,9,10,19,32,1950,11,3,0,12,3,32,1959,9,1949,1981,1,10,1952,4,33,1949,41,1958,10,13,42,1,96,0,0,90,0,1949,10,0,0,27,0,0,19490,0,0,62368,0,0,5847,3,32,0,288,17541,9,30,320,0,Chardonnay
6653,6,8,6,159,0,7,50,881,14,13,166,165,58,881,159,56,57,12,13,15,1040,56,931,889,50,209,887,6,8,888,14,887,6,165,167,7,48,42,1113,954,400,0,0,300,350,36,42,56,140079,300,44050,7048,0,7950,5286,0,0,6167,48,5286,0,954,1272,0,Chardonnay
6654,6,41,16,159,2,7,50,2682,47,23,166,175,91,2684,161,56,57,22,13,48,2841,66,2732,2723,52,209,2688,8,43,2689,57,2698,18,165,200,9,246,112,1113,2544,2050,5364,318,300,350,96,42,287,426438,800,134100,109962,100,7950,16092,12,82,18774,656,42912,32,954,6519,14,Syrah
6655,6,46,11,538,1,9,7,2493,52,20,547,549,53,2494,539,13,16,17,15,55,3031,18,2500,2539,8,545,2499,7,47,2502,57,2504,12,544,584,10,276,99,4842,5918,322,2493,538,42,63,66,54,414,1341234,77,17451,114678,7,3766,14958,6,46,22437,506,27423,11,3228,24748,9,Cabernet Sauvignon
6656,6,44,11,414,1,6,7,3334,50,17,420,425,51,3335,415,13,13,17,12,50,3748,18,3341,3378,8,421,3340,7,45,3340,55,3345,12,420,458,7,264,66,2484,4554,308,3334,414,42,42,66,36,264,1380276,77,23338,146696,7,2898,20004,6,44,20004,484,36674,11,2484,18216,6,Cabernet Sauvignon
6657,6,6,5,87,0,3,7,2486,12,8,90,92,13,2486,87,13,10,11,9,9,2573,12,2493,2492,7,94,2492,6,6,2489,11,2491,5,93,93,3,36,15,261,435,42,0,0,42,21,30,18,18,216282,35,17402,14916,0,609,14916,0,0,7458,30,12430,0,522,522,0,Pinot Noir
6658,6,11,7,317,1,3,7,192,17,10,320,324,18,193,318,13,10,13,9,14,509,14,199,203,8,324,198,7,12,195,18,199,8,323,328,4,66,21,951,2219,77,192,317,42,21,42,18,33,60864,49,1344,2112,7,2219,1152,6,11,576,77,1344,7,1902,3487,3,Red Blend
6659,3,9,5,613,0,10,13,521,12,15,623,618,22,521,613,16,23,8,13,19,1134,18,534,530,13,626,524,3,9,531,14,526,5,616,622,10,27,50,6130,3065,117,0,0,39,130,15,30,90,319373,65,6773,4689,0,7969,1563,0,0,5210,45,2605,0,1839,5517,0,Chardonnay
6660,6,12,7,414,1,6,7,797,18,13,420,421,19,798,415,13,13,13,12,18,1211,14,804,809,8,421,803,7,13,803,19,804,8,420,426,7,72,42,2484,2898,84,797,414,42,42,42,36,72,329958,49,5579,9564,7,2898,4782,6,12,4782,84,5579,7,2484,4968,6,Red Blend
6661,6,13,6,407,0,7,32,3062,19,13,414,413,45,3062,407,38,39,12,13,20,3469,38,3094,3075,32,439,3068,6,13,3069,19,3068,6,413,420,7,78,42,2849,2442,416,0,0,192,224,36,42,91,1246234,192,97984,39806,0,13024,18372,0,0,21434,78,18372,0,2442,5291,0,Pinot Noir
6662,6,11,7,87,1,3,7,3041,17,10,90,94,18,3042,88,13,10,13,9,14,3128,14,3048,3052,8,94,3047,7,12,3044,18,3048,8,93,98,4,66,21,261,609,77,3041,87,42,21,42,18,33,264567,49,21287,33451,7,609,18246,6,11,9123,77,21287,7,522,957,3,Red Blend
6663,4,124,7,572,1,4,46,4728,128,11,576,579,170,4729,573,50,50,11,8,128,5300,53,4774,4852,47,618,4732,5,125,4732,131,4735,8,576,696,5,496,28,2288,4004,5704,4728,572,184,184,28,16,496,2704416,322,217488,586272,46,26312,18912,4,124,18912,868,33096,7,2288,70928,4,Red Blend
6664,6,11,6,317,0,3,7,4928,17,9,320,323,18,4928,317,13,10,12,9,14,5245,13,4935,4939,7,324,4934,6,11,4931,17,4934,6,323,328,3,66,18,951,1902,77,0,0,42,21,36,18,33,1562176,42,34496,54208,0,2219,29568,0,0,14784,66,29568,0,1902,3487,0,Pinot Noir
6665,4,56,9,126,1,4,46,746,60,13,130,135,102,747,127,50,50,13,8,60,872,55,792,802,47,172,750,5,57,750,65,755,10,130,182,5,224,36,504,1134,2576,746,126,184,184,36,16,224,93996,414,34316,41776,46,5796,2984,4,56,2984,504,6714,9,504,7056,4,Red Blend
6666,1,18,11,41,1,1,39,2271,19,12,42,52,57,2272,42,40,40,12,2,19,2312,50,2310,2289,40,80,2272,2,19,2272,29,2282,12,42,59,2,18,11,41,451,702,2271,41,39,39,11,1,18,93111,429,88569,40878,39,1599,2271,1,18,2271,198,24981,11,41,738,1,Chardonnay
6667,6,46,11,97,1,3,7,4109,52,14,100,108,53,4110,98,13,10,17,9,49,4206,18,4116,4155,8,104,4115,7,47,4112,57,4120,12,103,143,4,276,33,291,1067,322,4109,97,42,21,66,18,138,398573,77,28763,189014,7,679,24654,6,46,12327,506,45199,11,582,4462,3,Red Blend
6668,6,21,7,539,1,9,7,5288,27,16,548,546,28,5289,540,13,16,13,15,30,5827,14,5295,5309,8,546,5294,7,22,5297,28,5295,8,545,560,10,126,63,4851,3773,147,5288,539,42,63,42,54,189,2850232,49,37016,111048,7,3773,31728,6,21,47592,147,37016,7,3234,11319,9,Cabernet Sauvignon
6669,5,24,11,292,1,12,18,449,29,23,304,303,42,450,293,23,30,16,17,36,741,29,467,473,19,310,454,6,25,461,35,460,12,297,316,13,120,132,3504,3212,432,449,292,90,216,55,60,288,131108,198,8082,10776,18,5256,2245,5,24,5388,264,4939,11,1460,7008,12,Red Blend
6670,6,54,8,159,1,11,50,664,60,19,170,167,104,665,160,56,61,14,17,65,823,58,714,718,51,209,670,7,55,675,62,672,9,165,213,12,324,88,1749,1272,2700,664,159,300,550,48,66,594,105576,400,33200,35856,50,7950,3984,6,54,7304,432,5312,8,954,8586,11,Red Blend
6671,3,48,10,446,1,10,6,2991,51,20,456,456,54,2992,447,9,16,13,13,58,3437,16,2997,3039,7,452,2994,4,49,3001,58,3001,11,449,494,11,144,100,4460,4460,288,2991,446,18,60,30,30,480,1333986,60,17946,143568,6,2676,8973,3,48,29910,480,29910,10,1338,21408,10,Red Blend
6672,6,46,8,478,1,9,7,2820,52,17,487,486,53,2821,479,13,16,14,15,55,3298,15,2827,2866,8,485,2826,7,47,2829,54,2828,9,484,524,10,276,72,4302,3824,322,2820,478,42,63,48,54,414,1347960,56,19740,129720,7,3346,16920,6,46,25380,368,22560,8,2868,21988,9,Cabernet Sauvignon
6673,6,11,8,303,1,9,7,4499,17,17,312,311,18,4500,304,13,16,14,15,20,4802,15,4506,4510,8,310,4505,7,12,4508,19,4507,9,309,314,10,66,72,2727,2424,77,4499,303,42,63,48,54,99,1363197,56,31493,49489,7,2121,26994,6,11,40491,88,35992,8,1818,3333,9,Cabernet Sauvignon
6674,6,23,7,358,1,6,7,4793,29,13,364,365,30,4794,359,13,13,13,12,29,5151,14,4800,4816,8,365,4799,7,24,4799,30,4800,8,364,381,7,138,42,2148,2506,161,4793,358,42,42,42,36,138,1715894,49,33551,110239,7,2506,28758,6,23,28758,161,33551,7,2148,8234,6,Red Blend
6675,3,56,12,116,1,10,11,5148,59,22,126,128,67,5149,117,14,21,15,13,66,5264,23,5159,5204,12,127,5151,4,57,5158,68,5160,13,119,172,11,168,120,1160,1392,616,5148,116,33,110,36,30,560,597168,132,56628,288288,11,1276,15444,3,56,51480,672,61776,12,348,6496,10,Red Blend
